ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,payload_entropy,orig_payload_len,has_uri_payload,label
1780957249.340222,C09ae022bae82,192.168.60.1,56422,192.168.60.5,3128,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340254,C2cbff1236463,192.168.60.1,57936,192.168.60.6,714,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340287,Cfae3d9472a20,192.168.60.1,41996,192.168.60.7,714,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34032,C7aad416c9234,192.168.60.1,58634,192.168.60.5,9503,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340353,Cb21205e3ae9e,192.168.60.1,42854,192.168.60.6,2800,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340385,Ceb4c04d26fb3,192.168.60.1,42136,192.168.60.7,2800,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340417,Cae7c439ae4ef,192.168.60.1,56730,192.168.60.5,714,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34045,Ce36c85a42259,192.168.60.1,56444,192.168.60.6,1124,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340483,C92f06ca6276a,192.168.60.1,48664,192.168.60.7,1124,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340515,C835e7bd11d7b,192.168.60.1,46926,192.168.60.5,2800,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340548,C6ade76eb25cb,192.168.60.1,53668,192.168.60.6,32771,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340581,C166f52109ceb,192.168.60.1,59770,192.168.60.7,32771,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340613,C9d3ce3742ba8,192.168.60.1,50838,192.168.60.5,1124,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340666,Cba1651964abe,192.168.60.1,45002,192.168.60.6,636,tcp,1.7e-05,0,0,1,1,0.0,0,0,-1
1780957249.340713,C3e7f05992593,192.168.60.1,42786,192.168.60.7,636,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340747,Cd140690b18ce,192.168.60.1,48314,192.168.60.5,32771,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340781,C71dcb8a0cc14,192.168.60.1,55736,192.168.60.6,3851,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340813,Cbf592b357a4f,192.168.60.1,56610,192.168.60.7,3851,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340845,C253944aa03ba,192.168.60.1,50596,192.168.60.5,636,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.340878,C9b8ff3528768,192.168.60.1,39138,192.168.60.6,3301,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.340909,C6bd01fbbae58,192.168.60.1,50272,192.168.60.7,3301,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341198,Ccd2a46b95e5b,192.168.60.1,50092,192.168.60.7,2170,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.341236,C763858b6273b,192.168.60.1,49606,192.168.60.5,3851,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341269,C4523a3899370,192.168.60.1,47484,192.168.60.6,2170,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341304,Cd566e552e5f2,192.168.60.1,43378,192.168.60.7,7000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341336,C6621fd864bd3,192.168.60.1,49362,192.168.60.5,3301,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341369,C62b616f1b795,192.168.60.1,56078,192.168.60.6,7000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341402,C09beb027a4ed,192.168.60.1,54444,192.168.60.7,49165,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341434,C342058211af1,192.168.60.1,35500,192.168.60.5,2170,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341468,C6a3878bfce38,192.168.60.1,38622,192.168.60.6,49165,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.3415,C53a8f93e3ebb,192.168.60.1,37654,192.168.60.7,3809,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341533,Cf498c5b87f88,192.168.60.1,40002,192.168.60.5,7000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341565,C2ae8967c6f01,192.168.60.1,47606,192.168.60.6,3809,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341597,C564f6cbe83f6,192.168.60.1,56772,192.168.60.7,902,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34163,C00feae731c60,192.168.60.1,55844,192.168.60.5,49165,tcp,4.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341704,Cb3b3500e0315,192.168.60.1,39782,192.168.60.6,902,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34174,C83e1fe99b5f1,192.168.60.1,38714,192.168.60.7,2010,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341774,Cae548e55b5c3,192.168.60.1,34570,192.168.60.5,3809,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341806,C3816b8cf9f68,192.168.60.1,57798,192.168.60.6,2010,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341839,Cbdb32ae5ea9f,192.168.60.1,50674,192.168.60.7,1272,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341871,Ceb57777b29eb,192.168.60.1,44146,192.168.60.5,902,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.341905,Cefce1ae4b39c,192.168.60.1,58286,192.168.60.6,1272,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341938,C29420f70c3f9,192.168.60.1,55238,192.168.60.7,10082,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.341971,C7a1fe859c667,192.168.60.1,42158,192.168.60.5,2010,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342003,C7a89c61a76ca,192.168.60.1,54412,192.168.60.6,10082,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342035,C6d9e62c601e1,192.168.60.1,39816,192.168.60.7,8090,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342067,C40fd27d28566,192.168.60.1,55014,192.168.60.5,1272,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.3421,C60f532836c6f,192.168.60.1,58736,192.168.60.6,8090,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342132,C1aed9a8c5354,192.168.60.1,44952,192.168.60.7,1131,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342172,C5254734e3d48,192.168.60.1,38968,192.168.60.5,10082,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342204,C8e784bcf1d3f,192.168.60.1,46882,192.168.60.6,1131,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342237,Ccb187d8971f1,192.168.60.1,52684,192.168.60.7,1079,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34227,C66ced21dcb33,192.168.60.1,45900,192.168.60.5,8090,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342302,Ca7d793ab8cb6,192.168.60.1,56022,192.168.60.6,1079,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342336,C35a4a40cee41,192.168.60.1,59560,192.168.60.7,49158,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342368,C9f7055335345,192.168.60.1,58234,192.168.60.5,1131,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.3424,C9ff087cbc781,192.168.60.1,36034,192.168.60.6,49158,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342432,Cdb72d9c1a853,192.168.60.1,46016,192.168.60.7,2260,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342464,C3e815c07dfd8,192.168.60.1,36978,192.168.60.5,1079,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342496,Cb9a92443a926,192.168.60.1,37516,192.168.60.6,2260,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342528,C945af8e49549,192.168.60.1,33408,192.168.60.7,5566,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342561,C86593e956bbf,192.168.60.1,46700,192.168.60.5,49158,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342594,Cb5af4ba0bda3,192.168.60.1,43968,192.168.60.6,5566,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342818,C2797ab6b4cc2,192.168.60.1,44220,192.168.60.7,1213,tcp,1.8e-05,0,0,1,1,0.0,0,0,-1
1780957249.34287,C99f54358e95e,192.168.60.1,55618,192.168.60.5,2260,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.342906,C5a09578b49c5,192.168.60.1,42978,192.168.60.6,1213,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.342939,C8fdfc99ffb9b,192.168.60.1,52300,192.168.60.7,20221,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.342971,C2f132ec4eff5,192.168.60.1,44520,192.168.60.5,5566,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34301,C0e5a63b44f75,192.168.60.1,47542,192.168.60.6,20221,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.343043,C8a691c34dae6,192.168.60.1,58820,192.168.60.7,7777,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.343145,C486be692532b,192.168.60.1,40188,192.168.60.5,1213,tcp,2.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.34346,Cec902974ca64,192.168.60.1,59822,192.168.60.5,20221,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.343498,C349d1c089654,192.168.60.1,57872,192.168.60.6,7777,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.343533,C5d5e5197c6fc,192.168.60.1,55840,192.168.60.7,6699,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.343566,Ce6d6a625cdcc,192.168.60.1,58432,192.168.60.5,7777,tcp,3e-05,0,0,1,1,0.0,0,0,-1
1780957249.343631,C78d4268a368f,192.168.60.1,51806,192.168.60.6,6699,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.343666,C62cfbe94e1bd,192.168.60.1,59816,192.168.60.7,5357,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.343699,Cf0d7e11491ab,192.168.60.1,34188,192.168.60.5,6699,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.343732,Cf1dbd46003f5,192.168.60.1,42912,192.168.60.6,5357,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.343765,Cf8d6f04f67f7,192.168.60.1,48846,192.168.60.7,5666,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.343798,C0d09d508b41f,192.168.60.1,55824,192.168.60.5,5357,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344046,Cc4f9105d8be5,192.168.60.1,48040,192.168.60.6,5666,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.344093,Cc57879ea5ec6,192.168.60.1,49712,192.168.60.7,6510,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.344129,C5ee74db5ab2d,192.168.60.1,43560,192.168.60.5,5666,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344162,Ce4d10b1a1b96,192.168.60.1,36472,192.168.60.6,6510,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344195,Cfbacdf22535d,192.168.60.1,45058,192.168.60.7,50002,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344227,Cc5e118073311,192.168.60.1,48924,192.168.60.5,6510,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344265,C4375fcdc1f9b,192.168.60.1,39904,192.168.60.6,50002,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344298,C57bb0f851c59,192.168.60.1,60114,192.168.60.7,27352,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34433,Cdd2713b5eda2,192.168.60.1,52638,192.168.60.5,50002,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344363,C0058da7ecd5c,192.168.60.1,58532,192.168.60.6,27352,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344396,Cb6ec85ccdce3,192.168.60.1,53728,192.168.60.7,14442,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344428,Cff2746239dac,192.168.60.1,47038,192.168.60.5,27352,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344461,Cec41ab3c785e,192.168.60.1,38314,192.168.60.6,14442,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344493,C5523862626cc,192.168.60.1,53846,192.168.60.7,7911,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344525,Cf6844ca1e668,192.168.60.1,49110,192.168.60.5,14442,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344582,C011d05371a9a,192.168.60.1,33196,192.168.60.6,7911,tcp,1.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.344626,C70b85c52984a,192.168.60.1,55916,192.168.60.7,5269,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344659,Cd3e5e6b2cbbf,192.168.60.1,45512,192.168.60.5,7911,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344693,Cf382148045c1,192.168.60.1,52614,192.168.60.6,5269,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344725,C1a78ad105f02,192.168.60.1,59892,192.168.60.7,31337,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344757,C4b0962afcb66,192.168.60.1,42186,192.168.60.5,5269,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344789,C6cef94faa08e,192.168.60.1,40650,192.168.60.6,31337,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344821,Cd96d55142197,192.168.60.1,55686,192.168.60.7,1083,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344854,C6edd8fc3b703,192.168.60.1,57800,192.168.60.5,31337,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344885,C167934e519a9,192.168.60.1,40090,192.168.60.6,1083,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344923,C7e7bc7f3d3cc,192.168.60.1,59540,192.168.60.7,3914,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.344956,C4f9fb1974c3f,192.168.60.1,40868,192.168.60.5,1083,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.344988,Cdd3d848699f5,192.168.60.1,37768,192.168.60.6,3914,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34502,Caa4ec5d128f2,192.168.60.1,33644,192.168.60.7,5030,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345052,Cbf110f74a829,192.168.60.1,37854,192.168.60.5,3914,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345085,C84a18e8d7420,192.168.60.1,55576,192.168.60.6,5030,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345117,Cbb35134628de,192.168.60.1,59886,192.168.60.7,3333,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345149,C3fb477fea8e8,192.168.60.1,51412,192.168.60.5,5030,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345181,C57443ae213ab,192.168.60.1,45192,192.168.60.6,3333,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.345214,C5c50b094e58d,192.168.60.1,34260,192.168.60.7,3689,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345245,Cc0c41f8bf0cd,192.168.60.1,43052,192.168.60.5,3333,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.345277,C0ac901015266,192.168.60.1,53330,192.168.60.6,3689,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345309,Ca52f602e816b,192.168.60.1,44980,192.168.60.7,8093,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345341,C58279a924ceb,192.168.60.1,37612,192.168.60.5,3689,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345373,C03a80562399b,192.168.60.1,53588,192.168.60.6,8093,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345686,C17a3a7211492,192.168.60.1,33558,192.168.60.6,16000,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.345728,Cd6ddc0c5908c,192.168.60.1,59494,192.168.60.7,16000,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.345762,C7c5e103c244d,192.168.60.1,44114,192.168.60.5,8093,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345794,C641d95c653a8,192.168.60.1,50774,192.168.60.6,3369,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.345832,C7394863458c4,192.168.60.1,59278,192.168.60.7,3369,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.345865,C9f44616e7ec6,192.168.60.1,54820,192.168.60.5,16000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345897,C3ae0fb3c3769,192.168.60.1,33892,192.168.60.6,2998,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34593,C0ac4d4d4f0f6,192.168.60.1,57284,192.168.60.7,2998,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345962,Ce7972d8b2f01,192.168.60.1,60640,192.168.60.5,3369,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.345994,C222ab4b96f77,192.168.60.1,35196,192.168.60.6,5901,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346208,C1a87be9e4143,192.168.60.1,37652,192.168.60.7,5901,tcp,1.8e-05,0,0,1,1,0.0,0,0,-1
1780957249.346259,C55273211d606,192.168.60.1,51096,192.168.60.5,2998,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.346293,Cc92fc262c09e,192.168.60.1,34382,192.168.60.6,4000,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.346327,Cda7ab096b07f,192.168.60.1,39184,192.168.60.7,4000,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34636,Cb9d8c093f8df,192.168.60.1,35316,192.168.60.5,5901,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346393,C73f7895dc6c9,192.168.60.1,59656,192.168.60.6,17877,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346426,C36193b0350ef,192.168.60.1,35824,192.168.60.7,17877,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346458,Cee00d310701f,192.168.60.1,43026,192.168.60.5,4000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34649,Caf4b1388ec3f,192.168.60.1,51906,192.168.60.6,1043,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346551,C8cffc211b8eb,192.168.60.1,44182,192.168.60.7,1043,tcp,1.5e-05,0,0,1,1,0.0,0,0,-1
1780957249.346589,C1322f692d01d,192.168.60.1,57054,192.168.60.5,17877,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346622,C4d534830c134,192.168.60.1,42342,192.168.60.6,900,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346655,Ce9f24414ae8d,192.168.60.1,45428,192.168.60.7,900,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346694,C23e5aa5f08e2,192.168.60.1,57924,192.168.60.5,1043,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346726,Cf608c482548d,192.168.60.1,51870,192.168.60.6,4449,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346759,Cfadacf37e7ef,192.168.60.1,54338,192.168.60.7,4449,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346791,Cf45b76a5a238,192.168.60.1,46676,192.168.60.5,900,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346822,C0e238429e51e,192.168.60.1,44728,192.168.60.6,425,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346855,C50d6e8f49e79,192.168.60.1,54630,192.168.60.7,425,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346886,C673b7033eacf,192.168.60.1,33262,192.168.60.5,4449,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.346919,Ce79ae96e8f58,192.168.60.1,47348,192.168.60.6,1078,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346951,Ca6fe0edbe9ad,192.168.60.1,44862,192.168.60.7,1078,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.346984,Cb8ff0e943554,192.168.60.1,57200,192.168.60.5,425,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347016,Ce3598a109cd2,192.168.60.1,34050,192.168.60.6,15660,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347047,Ce64e32964af0,192.168.60.1,36144,192.168.60.7,15660,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34708,C042f7edb7ccf,192.168.60.1,49418,192.168.60.5,1078,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347112,C1bc70ed997d0,192.168.60.1,47904,192.168.60.6,1046,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347144,Cab12e48d1155,192.168.60.1,39832,192.168.60.7,1046,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347176,Cf3db4f821f52,192.168.60.1,38518,192.168.60.5,15660,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347208,Ca400fe417a34,192.168.60.1,53184,192.168.60.6,1594,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34724,C0a0460f25859,192.168.60.1,42264,192.168.60.7,1594,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.347273,C67dd14ad1a0f,192.168.60.1,39554,192.168.60.5,1046,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347309,C89f7c88e75fd,192.168.60.1,40110,192.168.60.6,2004,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.347341,C442ab6a09c4f,192.168.60.1,34310,192.168.60.7,2004,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.347373,C4e533261389b,192.168.60.1,42958,192.168.60.5,1594,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.347405,C15d2678bb639,192.168.60.1,33346,192.168.60.6,1045,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.347437,Cc6182e5f7a1e,192.168.60.1,42512,192.168.60.7,1045,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347469,C6ad0725e67b9,192.168.60.1,33680,192.168.60.5,2004,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.347893,C6bd6fec68df1,192.168.60.1,49444,192.168.60.6,1801,tcp,1.7e-05,0,0,1,1,0.0,0,0,-1
1780957249.347936,Cd530633aeb64,192.168.60.1,36708,192.168.60.7,1801,tcp,1.3e-05,0,0,1,1,0.0,0,0,-1
1780957249.348227,Cc67571f39ff7,192.168.60.1,36438,192.168.60.7,26214,tcp,1.4e-05,0,0,1,1,0.0,0,0,-1
1780957249.348265,C53b65a0f1da6,192.168.60.1,59044,192.168.60.5,1045,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348298,Cc48de2630606,192.168.60.1,59964,192.168.60.6,26214,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348332,C8462d4307d91,192.168.60.1,51908,192.168.60.7,2196,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348365,C6aa0046fc7fd,192.168.60.1,41560,192.168.60.5,1801,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348397,Cb99e62224eeb,192.168.60.1,59808,192.168.60.6,2196,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.34843,C3c378424cbd9,192.168.60.1,33380,192.168.60.7,631,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348483,Ce1908dcee1e6,192.168.60.1,48454,192.168.60.5,26214,tcp,1.6e-05,0,0,1,1,0.0,0,0,-1
1780957249.348529,Cc537406a5b33,192.168.60.1,40468,192.168.60.6,631,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348564,C5cf269f9e71c,192.168.60.1,42120,192.168.60.7,8083,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348596,C54f18a564807,192.168.60.1,49698,192.168.60.5,2196,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348634,C5897d79d8a57,192.168.60.1,60616,192.168.60.6,8083,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348667,Cbfd168727ad3,192.168.60.1,45726,192.168.60.7,6567,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348699,C8a84aba785a8,192.168.60.1,35962,192.168.60.5,631,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348732,C5a80c2f69155,192.168.60.1,36990,192.168.60.6,6567,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348764,C53420dc0bf7a,192.168.60.1,54970,192.168.60.7,10000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348796,C31c1c98b25b9,192.168.60.1,47400,192.168.60.5,8083,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348828,C5256b1a95d90,192.168.60.1,57742,192.168.60.6,10000,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.34886,C8a7c8676aea8,192.168.60.1,50132,192.168.60.7,1009,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348892,Ce460bff42f58,192.168.60.1,51596,192.168.60.5,6567,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.348925,Cc00ae77c3373,192.168.60.1,40128,192.168.60.6,1009,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348957,C51319c8c8f76,192.168.60.1,50410,192.168.60.7,8009,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
1780957249.348989,C1ebfdbc80f0f,192.168.60.1,48026,192.168.60.5,10000,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.349021,C2361e5a3357d,192.168.60.1,51064,192.168.60.6,8009,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.349054,C984297c7ca39,192.168.60.1,42768,192.168.60.7,15000,tcp,1.2e-05,0,0,1,1,0.0,0,0,-1
1780957249.349088,C1a0b0621a586,192.168.60.1,38048,192.168.60.5,1009,tcp,1.1e-05,0,0,1,1,0.0,0,0,-1
